"Product Group","Status","Compliance","VZ Typ (V)","P Max (W)","Package Size (mm)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"1N5334BRLG","Active","H Pb   ","3.6, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5354BRLG","Active","H Pb   ","17, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5373BG","Active","H Pb   ","68, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1363 ",
"1N5352BG","Active","H Pb   ","15, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5386BRLG","Active","H Pb   ","180, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1312 ",
"1N5374BG","Active","H Pb   ","75, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1379 ",
"1N5347BRLG","Active","H Pb   ","10, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5370BRLG","Active","H Pb   ","56, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1395 ",
"1N5343BG","Active","H Pb   ","7.5, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5378BG","Active","H Pb   ","100, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1347 ",
"1N5356BRLG","Active","H Pb   ","19, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5365BG","Active","H Pb   ","36, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1311 ",
"1N5341BRLG","Active","H Pb   ","6.2, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5345BRLG","Active","H Pb   ","8.7, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1365 ",
"1N5388BRLG","Active","H Pb   ","200, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5372BRLG","Active","H Pb   ","62, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1327 ",
"1N5347BG","Active","H Pb   ","10, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5359BRLG","Active","H Pb   ","24, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5369BG","Active","H Pb   ","51, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1369 ",
"1N5383BRLG","Active","H Pb   ","150, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5366BRLG","Active","H Pb   ","39, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5375BRLG","Active","H Pb   ","82, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1236 ",
"1N5337BG","Active","H Pb   ","4.7, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.138 ",
"1N5349BRLG","Active","H Pb   ","12, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1296 ",
"1N5368BRLG","Active","H Pb   ","47, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5381BRLG","Active","H Pb   ","130, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5377BRLG","Active","H Pb   ","91, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5350BG","Active","H Pb   ","13, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5372BG","Active","H Pb   ","62, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1237 ",
"1N5364BG","Active","H Pb   ","33, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.136 ",
"1N5386BG","Active","H Pb   ","180, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1325 ",
"1N5351BG","Active","H Pb   ","14, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1391 ",
"1N5362BRLG","Active","H Pb   ","28, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1236 ",
"1N5355BG","Active","H Pb   ","18, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5342BG","Active","H Pb   ","6.8, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5368BG","Active","H Pb   ","47, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.136 ",
"1N5333BG","Active","H Pb   ","3.3, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5364BRLG","Active","H Pb   ","33, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5359BG","Active","H Pb   ","24, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1376 ",
"1N5338BRLG","Active","H Pb   ","5.1, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5346BG","Active","H Pb   ","9.1, ","5, ","8.65 x 3.50 x 3.50, ","Surmetic 40 ","NA ","0 ","0.1397 ",
"1N5932BRLG","Active","H Pb   ","20, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1216 ",
"1N5919BG","Active","H Pb   ","5.6, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1084 ",
"1N5934BRLG","Active","H Pb   ","24, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1N5948BRLG","Active","H Pb   ","91, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0636 ",
"1N5953BG","Active","H Pb   ","150, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1097 ",
"1N5956BRLG","Active","H Pb   ","200, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0816 ",
"1N5920BRLG","Active","H Pb   ","6.2, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1027 ",
"1N5937BRLG","Active","H Pb   ","33, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0771 ",
"1N5927BG","Active","H Pb   ","12, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1264 ",
"1N5942BRLG","Active","H Pb   ","51, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0816 ",
"1N5913BRLG","Active","H Pb   ","3.3, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1037 ",
"1N5935BRLG","Active","H Pb   ","27, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1528 ",
"1N5919BRLG","Active","H Pb   ","5.6, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0924 ",
"1N5917BRLG","Active","H Pb   ","4.7, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1N5931BRLG","Active","H Pb   ","18, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1N5938BRLG","Active","H Pb   ","36, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1117 ",
"1N5929BRLG","Active","H Pb   ","15, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1N5956BG","Active","H Pb   ","200, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1144 ",
"1N5927BRLG","Active","H Pb   ","12, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1N5934BG","Active","H Pb   ","24, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.1095 ",
"1N5921BRLG","Active","H Pb   ","6.8, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0988 ",
"1N5925BRLG","Active","H Pb   ","10, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1N5953BRLG","Active","H Pb   ","150, ","3, ","4.63 x 2.37 x 2.37, ","Axial Lead-2 ","NA ","0 ","0.0851 ",
"1PMT5921BT1G","Active","H Pb   ","6.8, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"1PMT5941BT1G","Active","H Pb   ","47, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"1PMT5933BT1G","Active","H Pb   ","22, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"1PMT5935BT1G","Active","H Pb   ","27, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"1PMT5920BT1G","Active","H Pb   ","6.2, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"1PMT5924BT1G","Active","H Pb   ","9.1, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.182 ",
"1PMT5929BT1G","Active","H Pb   ","15, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"1PMT5927BT1G","Active","H Pb   ","12, ","3.2, ","3.75 x 1.90 x 1.00, ","POWERMITE-2 ","1 ","260 ","0.1993 ",
"SZ1SMA5923BT3G","Active","H Pb A P ","8.2, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5932BT3G","Active","H Pb A P ","20, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5914BT3G","Active","H Pb A P ","3.6, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5930BT3G","Active","H Pb A P ","16, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5921BT3G","Active","H Pb A P ","6.8, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5916BT3G","Active","H Pb A P ","4.3, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5937BT3G","Active","H Pb   ","33, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5921BT3G","Active","H Pb   ","6.8, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5928BT3G","Active","H Pb   ","13, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5918BT3G","Active","H Pb A P ","5.1, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5936BT3G","Active","H Pb A P ","30, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5923BT3G","Active","H Pb   ","8.2, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5939BT3G","Active","H Pb   ","39, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5934BT3G","Active","H Pb A P ","24, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5925BT3G","Active","H Pb   ","10, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5916BT3G","Active","H Pb   ","4.3, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5933BT3G","Active","H Pb   ","22, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5929BT3G","Active","H Pb A P ","15, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5927BT3G","Active","H Pb   ","12, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5935BT3G","Active","H Pb   ","27, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5940BT3G","Active","H Pb   ","43, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5942BT3G","Active","H Pb   ","51, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5938BT3G","Active","H Pb A P ","36, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5914BT3G","Active","H Pb   ","3.6, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5927BT3G","Active","H Pb A P ","12, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5942BT3G","Active","H Pb A P ","51, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5925BT3G","Active","H Pb A P ","10, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5918BT3G","Active","H Pb   ","5.1, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5931BT3G","Active","H Pb   ","18, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5915BT3G","Active","H Pb A P ","3.9, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5940BT3G","Active","H Pb A P ","43, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5924BT3G","Active","H Pb A P ","9.1, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5931BT3G","Active","H Pb A P ","18, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5917BT3G","Active","H Pb A P ","4.7, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5922BT3G","Active","H Pb A P ","7.5, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5920BT3G","Active","H Pb   ","6.2, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5935BT3G","Active","H Pb A P ","27, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5929BT3G","Active","H Pb   ","15, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5919BT3G","Active","H Pb A P ","5.6, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5922BT3G","Active","H Pb   ","7.5, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5913BT3G","Active","H Pb   ","3.3, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5938BT3G","Active","H Pb   ","36, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5920BT3G","Active","H Pb A P ","6.2, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5924BT3G","Active","H Pb   ","9.1, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5933BT3G","Active","H Pb A P ","22, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5917BT3G","Active","H Pb   ","4.7, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5941BT3G","Active","H Pb   ","47, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5939BT3G","Active","H Pb A P ","39, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5926BT3G","Active","H Pb   ","11, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5934BT3G","Active","H Pb   ","24, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5943BT3G","Active","H Pb   ","56, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5945BT3G","Active","H Pb A P ","68, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5937BT3G","Active","H Pb A P ","33, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5915BT3G","Active","H Pb   ","3.9, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5936BT3G","Active","H Pb   ","30, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5945BT3G","Active","H Pb   ","68, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"1SMA5930BT3G","Active","H Pb   ","16, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5928BT3G","Active","H Pb A P ","13, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"SZ1SMA5941BT3G","Active","H Pb A P ","47, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5919BT3G","Active","H Pb   ","5.6, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5913BT3G","Active","H Pb A P ","3.3, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMA5932BT3G","Active","H Pb   ","20, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.0848 ",
"SZ1SMA5926BT3G","Active","H Pb A P ","11, ","1.5, ","2.60 x 5.10 x 1.00, ","SMA-2 ","1 ","260 ","0.2347 ",
"1SMB5931BT3G","Active","H Pb   ","18, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0775 ",
"1SMB5915BT3G","Active","H Pb   ","3.9, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"SZ1SMB5928BT3G","Active","H Pb A P ","13, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5937BT3G","Active","H Pb A P ","33, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5944BT3G","Active","H Pb A P ","62, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5933BT3G","Active","H Pb   ","22, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5913BT3G","Active","H Pb   ","3.3, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0736 ",
"SZ1SMB5935BT3G","Active","H Pb A P ","27, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5940BT3G","Active","H Pb   ","43, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"SZ1SMB5942BT3G","Active","H Pb A P ","51, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5939BT3G","Active","H Pb A P ","39, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5940BT3G","Active","H Pb A P ","43, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5919BT3G","Active","H Pb   ","5.6, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0784 ",
"1SMB5942BT3G","Active","H Pb   ","51, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"SZ1SMB5951BT3G","Active","H Pb A P ","120, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2053 ",
"SZ1SMB5926BT3G","Active","H Pb A P ","11, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5944BT3G","Active","H Pb   ","62, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"SZ1SMB5953BT3G","Active","H Pb A P ","150, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.22 ",
"1SMB5917BT3G","Active","H Pb   ","4.7, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0736 ",
"1SMB5954BT3G","Active","H Pb   ","160, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5946BT3G","Active","H Pb   ","75, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"SZ1SMB5922BT3G","Active","H Pb A P ","7.5, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5956BT3G","Active","H Pb   ","200, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0769 ",
"1SMB5948BT3G","Active","H Pb   ","91, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"SZ1SMB5914BT3G","Active","H Pb A P ","3.6, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5920BT3G","Active","H Pb A P ","6.2, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5928BT3G","Active","H Pb   ","13, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0728 ",
"SZ1SMB5948BT3G","Active","H Pb A P ","91, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2053 ",
"SZ1SMB5933BT3G","Active","H Pb A P ","22, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5935BT3G","Active","H Pb   ","27, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0828 ",
"1SMB5920BT3G","Active","H Pb   ","6.2, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0703 ",
"1SMB5926BT3G","Active","H Pb   ","11, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0688 ",
"SZ1SMB5916BT3G","Active","H Pb A P ","4.3, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5931BT3G","Active","H Pb A P ","18, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5946BT3G","Active","H Pb A P ","75, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2156 ",
"SZ1SMB5918BT3G","Active","H Pb A P ","5.1, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5952BT3G","Active","H Pb   ","130, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5937BT3G","Active","H Pb   ","33, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5922BT3G","Active","H Pb   ","7.5, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5924BT3G","Active","H Pb   ","9.1, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5939BT3G","Active","H Pb   ","39, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0819 ",
"1SMB5923BT3G","Active","H Pb   ","8.2, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0704 ",
"SZ1SMB5952BT3G","Active","H Pb A P ","130, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2053 ",
"1SMB5932BT3G","Active","H Pb   ","20, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0667 ",
"SZ1SMB5945BT3G","Active","H Pb A P ","68, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"1SMB5914BT3G","Active","H Pb   ","3.6, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.064 ",
"SZ1SMB5927BT3G","Active","H Pb A P ","12, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5938BT3G","Active","H Pb A P ","36, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
"SZ1SMB5943BT3G","Active","H Pb A P ","56, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2156 ",
"1SMB5941BT3G","Active","H Pb   ","47, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.0804 ",
"SZ1SMB5929BT3G","Active","H Pb A P ","15, ","3, ","3.56 x 5.44 x 2.30, ","SMB-2 ","1 ","260 ","0.2311 ",
